RA,ANO,NOME,FASE,TURMA,GENERO,IDADE,ANO_INGRESSO,INSTITUICAO_ENSINO,ESCOLA,STATUS_ATIVO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE_IDEAL,DEFASAGEM,PONTO_VIRADA,INDICADO_BOLSA,NOTA_MAT,NOTA_PORT,NOTA_ING,CG,CF,CT,QTDE_AVAL,REC_PSICO,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,FASE_IDEAL_NUM,FASE_NUM,IAA_FLAG_ZERO,IEG_FLAG_ZERO,IPS_FLAG_ZERO,IDA_FLAG_ZERO,IPV_FLAG_ZERO,IAN_FLAG_ZERO,INDE_OUTLIER,IAN_OUTLIER,IDA_OUTLIER,IEG_OUTLIER,IAA_OUTLIER,IPS_OUTLIER,IPP_OUTLIER,IPV_OUTLIER
RA-106,2023,Aluno-106,FASE 5,5A,Feminino,15.0,2016,Privada - Programa de Apadrinhamento,,,Ametista,7.769658333,10.0,7.3,9.1,7.9,5.0,7.03125,7.5075,Fase 5 (1° EM),0,,,6.7,6.8,8.3,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-123,2023,Aluno-123,FASE 5,5A,Masculino,17.0,2017,Privada - Programa de Apadrinhamento,,,Ágata,6.068333333,5.0,5.7,9.4,0.0,5.0,6.875,6.8375,Fase 7 (3° EM),-2,,,5.0,5.3,6.7,,,,4.0,,,,,7.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-46,2023,Aluno-46,FASE 5,5A,Feminino,18.0,2022,Pública,,,Quartzo,5.545383333,2.5,4.4,7.4,7.1,2.52,6.5625,6.6275,Fase 8 (Universitários),-3,,,2.8,3.0,7.3,,,,4.0,,,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-125,2023,Aluno-125,FASE 5,5A,Feminino,16.0,2022,Privada,,,Ágata,6.989633333,5.0,5.8,7.7,9.2,5.0,8.125,7.835,Fase 6 (2° EM),-1,,,3.3,5.8,8.2,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-110,2023,Aluno-110,FASE 5,5A,Masculino,15.0,2017,Privada - Programa de Apadrinhamento,,,Topázio,8.0879,10.0,7.5,8.6,8.3,5.0,8.75,8.2975,Fase 5 (1° EM),0,,,8.3,6.2,8.0,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-128,2023,Aluno-128,FASE 5,5A,Masculino,16.0,2019,Privada,,,Ágata,6.503908333,5.0,5.7,7.3,6.7,5.0,7.34375,7.5475,Fase 6 (2° EM),-1,,,6.3,4.0,6.7,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-143,2023,Aluno-143,FASE 5,5A,Masculino,,2019,Privada - Programa de Apadrinhamento,,,Ametista,7.794358333,10.0,6.5,9.6,8.3,2.52,8.28125,8.3375,Fase 4 (9° ano),1,,,9.2,5.0,5.2,,,,4.0,,,,,4.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-111,2023,Aluno-111,FASE 5,5A,Feminino,14.0,2020,Privada - Programa de Apadrinhamento,,,Ametista,7.566458333,10.0,6.0,8.7,7.5,5.0,7.65625,8.0875,Fase 4 (9° ano),1,,,6.0,5.2,6.7,,,,4.0,,,,,4.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-112,2023,Aluno-112,FASE 5,5A,Feminino,,2016,Privada - Programa de Apadrinhamento,,,Ametista,7.141308333,5.0,7.4,8.1,6.7,5.0,7.96875,7.9225,Fase 6 (2° EM),-1,,,7.3,6.5,8.3,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-115,2023,Aluno-115,FASE 5,5A,Feminino,16.0,2019,Pública,,,Ágata,6.319141667,5.0,4.2,7.1,8.8,5.0,7.34375,7.215,Fase 6 (2° EM),-1,,,3.7,3.8,5.2,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1196,2023,Aluno-1196,FASE 5,5B,Masculino,15.0,2023,Privada,,,Ametista,7.03025,10.0,7.5,8.2,0.0,5.0,7.8125,8.045,Fase 5 (1° EM),0,,,8.0,6.2,8.3,,,,4.0,,,,,5.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-52,2023,Aluno-52,FASE 5,5B,Masculino,,2018,Privada - Programa de Apadrinhamento,,,Ametista,7.9642,10.0,6.4,9.8,10.0,2.52,8.125,8.2975,Fase 4 (9° ano),1,,,7.7,4.8,6.7,,,,4.0,,,,,4.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1197,2023,Aluno-1197,FASE 5,5B,Feminino,16.0,2023,Pública,,,Ágata,6.946058333,5.0,7.3,8.4,6.7,5.0,7.03125,7.215,Fase 6 (2° EM),-1,,,5.3,7.2,9.3,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-108,2023,Aluno-108,FASE 5,5B,Feminino,,2019,Concluiu o 3º EM,,,Quartzo,4.9308,5.0,2.9,7.3,5.8,2.52,4.375,5.59,Fase 7 (3° EM),-2,,,2.7,3.2,2.8,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,True
RA-1198,2023,Aluno-1198,FASE 5,5B,Feminino,,2023,Pública,,,Ametista,7.515233333,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,Fase 6 (2° EM),-1,,,7.3,3.7,9.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-127,2023,Aluno-127,FASE 5,5B,Feminino,15.0,2022,Pública,,,Ametista,7.91935,10.0,6.4,7.8,8.8,6.26,8.4375,8.6725,Fase 5 (1° EM),0,,,4.7,6.3,8.2,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-114,2023,Aluno-114,FASE 5,5B,Masculino,,2022,Pública,,,Quartzo,5.335,5.0,5.6,6.0,0.0,3.14,7.5,7.255,Fase 7 (3° EM),-2,,,4.0,4.5,8.3,,,,4.0,,,,,7.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-146,2023,Aluno-146,FASE 5,5C,Feminino,,2022,Pública,,,Ametista,7.584483333,5.0,7.9,9.5,6.2,5.0,8.4375,8.2125,Fase 6 (2° EM),-1,,,7.8,5.8,10.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1199,2023,Aluno-1199,FASE 5,5C,Masculino,,2023,Pública,,,Ametista,7.024933333,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,Fase 7 (3° EM),-2,,,6.8,5.0,6.7,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-70,2023,Aluno-70,FASE 5,5C,Feminino,17.0,2017,Pública,,,Ágata,6.869133333,5.0,4.3,9.2,9.2,5.0,7.5,7.545,Fase 7 (3° EM),-2,,,3.0,3.5,6.3,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-107,2023,Aluno-107,FASE 5,5C,Feminino,15.0,2018,Pública,,,Ágata,6.845208333,10.0,7.0,8.5,0.0,5.0,7.34375,7.5875,Fase 5 (1° EM),0,,,6.0,5.2,9.7,,,,4.0,,,,,5.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1200,2023,Aluno-1200,FASE 5,5C,Feminino,15.0,2023,Pública,,,Quartzo,5.711166667,10.0,4.0,6.4,0.0,5.0,7.5,6.8725,Fase 5 (1° EM),0,,,4.3,2.3,5.5,,,,4.0,,,,,5.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-151,2023,Aluno-151,FASE 5,5C,Feminino,17.0,2020,Pública,,,Ágata,6.892541667,5.0,7.9,7.8,0.0,7.52,8.59375,8.1725,Fase 7 (3° EM),-2,,,6.8,7.0,10.0,,,,4.0,,,,,7.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-85,2023,Aluno-85,FASE 5,5C,Masculino,16.0,2022,Pública,,,Ametista,7.08435,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,Fase 6 (2° EM),-1,,,5.8,3.8,7.5,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1201,2023,Aluno-1201,FASE 5,5C,Masculino,15.0,2023,Pública,,,Topázio,8.378008333,10.0,7.8,9.6,9.2,3.77,8.59375,8.7575,Fase 5 (1° EM),0,,,8.3,6.5,8.5,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-131,2023,Aluno-131,FASE 5,5F,Feminino,16.0,2016,Pública,,,Quartzo,5.952358333,5.0,2.2,7.8,8.3,5.0,7.65625,6.8,Fase 6 (2° EM),-1,,,0.0,3.0,3.5,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False
RA-132,2023,Aluno-132,FASE 5,5F,Feminino,15.0,2019,Privada - Programa de Apadrinhamento,,,Ametista,7.350625,10.0,6.5,8.7,7.5,2.52,7.65625,7.715,Fase 5 (1° EM),0,,,6.3,6.5,6.7,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-133,2023,Aluno-133,FASE 5,5F,Feminino,16.0,2016,Pública,,,Ágata,6.168416667,5.0,5.3,7.9,7.5,2.52,7.1875,6.505,Fase 6 (2° EM),-1,,,5.0,4.3,6.7,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-104,2023,Aluno-104,FASE 5,5F,Masculino,,2022,Pública,,,Quartzo,4.25,2.5,2.6,7.7,0.0,2.52,5.625,5.6275,Fase 8 (Universitários),-3,,,3.7,1.8,2.3,,,,4.0,,,,,8.0,,True,False,False,False,False,False,True,False,False,False,True,False,False,True
RA-137,2023,Aluno-137,FASE 5,5F,Feminino,17.0,2016,Privada - Programa de Apadrinhamento,,,Quartzo,5.937025,5.0,6.0,6.3,7.1,2.52,6.40625,6.88,Fase 7 (3° EM),-2,,,7.3,4.5,6.2,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-144,2023,Aluno-144,FASE 5,5F,Feminino,14.0,2017,Privada - Programa de Apadrinhamento,,,Quartzo,4.990333333,10.0,4.4,5.2,0.0,2.52,6.25,6.0,Fase 4 (9° ano),1,,,3.3,2.5,7.3,,,,4.0,,,,,4.0,,True,False,False,False,False,False,False,False,False,True,True,False,False,False
RA-1202,2023,Aluno-1202,FASE 5,5F,Feminino,16.0,2023,Pública,,,Ágata,6.202008333,5.0,3.3,7.6,7.1,7.52,7.34375,6.67,Fase 6 (2° EM),-1,,,4.5,3.3,2.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-90,2023,Aluno-90,FASE 5,5L,Feminino,14.0,2019,Privada - Programa de Apadrinhamento,,,Topázio,8.699408333,10.0,7.7,9.6,10.0,7.52,8.59375,8.1725,Fase 4 (9° ano),1,,,6.7,6.8,9.5,,,,4.0,,,,,4.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-167,2023,Aluno-167,FASE 5,5L,Feminino,,2018,Privada - Programa de Apadrinhamento,,,Ametista,7.806141667,5.0,7.9,9.9,8.8,5.0,7.96875,7.8375,Fase 7 (3° EM),-2,,,8.3,7.2,8.3,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-168,2023,Aluno-168,FASE 5,5L,Feminino,15.0,2018,Privada - Programa de Apadrinhamento,,,Ágata,6.483083333,10.0,4.7,9.6,0.0,6.89,6.5625,6.4225,Fase 5 (1° EM),0,,,4.3,3.0,6.7,,,,4.0,,,,,5.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1203,2023,Aluno-1203,FASE 5,5L,Feminino,,2023,Pública,,,Ametista,7.487841667,5.0,7.2,10.0,9.2,2.52,7.96875,7.8775,Fase 6 (2° EM),-1,,,6.7,5.8,9.2,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-155,2023,Aluno-155,FASE 5,5L,Masculino,17.0,2022,Pública,,,Ágata,6.318991667,5.0,4.4,8.1,7.9,5.0,7.03125,6.5875,Fase 7 (3° EM),-2,,,5.3,2.8,5.2,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-94,2023,Aluno-94,FASE 5,5L,Feminino,,2018,Privada - Programa de Apadrinhamento,,,Ametista,7.289333333,5.0,7.2,9.6,7.5,2.52,8.75,7.795,Fase 6 (2° EM),-1,,,7.7,4.8,9.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-81,2023,Aluno-81,FASE 5,5L,Feminino,15.0,2017,Privada - Programa de Apadrinhamento,,,Ametista,7.45425,10.0,6.3,8.8,9.6,2.52,7.8125,7.2125,Fase 5 (1° EM),0,,,8.7,4.7,5.5,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-302,2023,Aluno-302,FASE 5,5L,Masculino,17.0,2022,Pública,,,Quartzo,5.314333333,5.0,4.3,7.3,0.0,5.0,7.5,6.255,Fase 7 (3° EM),-2,,,4.7,2.3,5.8,,,,4.0,,,,,7.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-171,2023,Aluno-171,FASE 5,5L,Masculino,17.0,2022,Pública,,,Ágata,6.293083333,5.0,5.2,7.2,7.5,5.0,7.1875,6.755,Fase 7 (3° EM),-2,,,4.5,4.8,6.2,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-160,2023,Aluno-160,FASE 5,5L,Feminino,16.0,2021,Privada - Programa de Apadrinhamento,,,Ágata,6.598266667,5.0,5.0,8.3,8.8,2.52,8.125,7.46,Fase 6 (2° EM),-1,,,3.3,3.8,8.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1204,2023,Aluno-1204,FASE 5,5L,Masculino,16.0,2023,Pública,,,Ágata,6.940416667,5.0,6.1,8.7,7.5,5.0,7.8125,7.2125,Fase 6 (2° EM),-1,,,5.0,3.7,9.7,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1205,2023,Aluno-1205,FASE 5,5L,Feminino,18.0,2023,Pública,,,Ágata,6.806466667,2.5,5.0,9.2,9.2,6.26,7.5,7.085,Fase 8 (Universitários),-3,,,5.2,3.7,6.2,,,,4.0,,,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-173,2023,Aluno-173,FASE 5,5L,Masculino,17.0,2019,Privada - Programa de Apadrinhamento,,,Ametista,7.757466667,5.0,8.1,8.5,9.2,6.26,8.125,7.8775,Fase 7 (3° EM),-2,,,9.0,6.2,9.2,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-166,2023,Aluno-166,FASE 5,5L,Masculino,,2020,Privada - Programa de Apadrinhamento,,,Topázio,8.105583333,10.0,8.1,8.9,7.5,6.26,8.4375,7.4625,Fase 5 (1° EM),0,,,7.0,7.2,10.0,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-175,2023,Aluno-175,FASE 5,5L,Feminino,,2018,Privada - Programa de Apadrinhamento,,,Ágata,6.569516667,5.0,4.8,9.2,8.8,2.52,7.1875,7.085,Fase 6 (2° EM),-1,,,5.0,5.0,4.5,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-153,2023,Aluno-153,FASE 5,5M,Feminino,15.0,2018,Privada - Programa de Apadrinhamento,,,Ametista,7.289966667,10.0,6.4,7.4,9.2,2.52,8.125,7.71,Fase 5 (1° EM),0,,,6.0,5.3,8.0,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1206,2023,Aluno-1206,FASE 5,5M,Feminino,17.0,2023,Pública,,,Ágata,6.724183333,5.0,5.6,8.3,8.8,2.52,7.8125,7.7125,Fase 7 (3° EM),-2,,,4.7,3.7,8.3,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-157,2023,Aluno-157,FASE 5,5M,Feminino,13.0,2018,Privada - Programa de Apadrinhamento,,,Ametista,7.879008333,10.0,6.8,9.9,7.1,2.52,8.59375,8.63,Fase 3 (7° e 8° ano),2,,,6.0,6.8,7.5,,,,4.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1207,2023,Aluno-1207,FASE 5,5M,Feminino,,2023,Pública,,,Ametista,7.58235,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,Fase 5 (1° EM),0,,,5.0,4.0,7.5,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1208,2023,Aluno-1208,FASE 5,5M,Masculino,15.0,2023,Pública,,,Ametista,7.0651,10.0,6.2,8.8,8.8,2.52,6.875,6.2525,Fase 5 (1° EM),0,,,5.0,4.8,8.8,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1209,2023,Aluno-1209,FASE 5,5M,Feminino,16.0,2023,Pública,,,Ametista,7.43375,5.0,7.4,9.4,7.5,5.0,7.8125,7.7125,Fase 6 (2° EM),-1,,,7.7,5.7,8.8,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-158,2023,Aluno-158,FASE 5,5M,Feminino,,2017,Privada - Programa de Apadrinhamento,,,Ametista,7.297425,10.0,6.0,9.0,7.1,2.52,8.28125,7.545,Fase 4 (9° ano),1,,,6.0,5.7,6.3,,,,4.0,,,,,4.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-161,2023,Aluno-161,FASE 5,5M,Feminino,14.0,2018,Privada - Programa de Apadrinhamento,,,Ágata,6.250166667,10.0,5.8,7.3,0.0,2.52,8.125,7.795,Fase 4 (9° ano),1,,,7.0,4.5,6.0,,,,4.0,,,,,4.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-164,2023,Aluno-164,FASE 5,5M,Masculino,16.0,2018,Privada,,,Quartzo,5.638666667,5.0,5.8,8.2,0.0,2.52,6.875,6.9625,Fase 6 (2° EM),-1,,,6.0,4.2,7.3,,,,4.0,,,,,6.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1210,2023,Aluno-1210,FASE 5,5M,Feminino,16.0,2023,Pública,,,Ametista,7.171083333,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,Fase 6 (2° EM),-1,,,5.0,2.0,7.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-165,2023,Aluno-165,FASE 5,5M,Feminino,,2017,Privada - Programa de Apadrinhamento,,,Ametista,7.583433333,10.0,7.3,9.2,6.7,2.52,8.125,7.795,Fase 5 (1° EM),0,,,7.3,6.2,8.3,,,,4.0,,,,,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1211,2023,Aluno-1211,FASE 5,5M,Feminino,16.0,2023,Pública,,,Ametista,7.09205,5.0,6.2,9.1,7.1,5.0,7.8125,7.7125,Fase 6 (2° EM),-1,,,6.3,4.5,7.8,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1212,2023,Aluno-1212,FASE 5,5M,Feminino,16.0,2023,Pública,,,Ágata,6.755358333,5.0,4.2,8.9,8.3,5.0,7.65625,7.715,Fase 6 (2° EM),-1,,,0.0,3.5,9.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1213,2023,Aluno-1213,FASE 5,5M,Feminino,,2023,Pública,,,Quartzo,5.95625,5.0,6.0,8.4,0.0,2.52,7.8125,7.715,Fase 7 (3° EM),-2,,,6.7,4.8,6.5,,,,4.0,,,,,7.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-40,2023,Aluno-40,FASE 6,6A,Feminino,17.0,2016,Privada - Programa de Apadrinhamento,,,Ametista,7.169975,5.0,5.9,8.2,7.5,7.52,7.96875,7.755,Fase 7 (3° EM),-1,,,6.2,5.7,5.8,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1214,2023,Aluno-1214,FASE 6,6A,Masculino,16.0,2023,Pública,,,Topázio,8.378666667,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,Fase 6 (2° EM),0,,,8.0,5.0,9.3,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-71,2023,Aluno-71,FASE 6,6A,Feminino,,2019,Pública,,,Ametista,7.3651,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,Fase 8 (Universitários),-2,,,7.3,5.5,7.0,,,,4.0,,,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-53,2023,Aluno-53,FASE 6,6A,Masculino,18.0,2022,Concluiu o 3º EM,,,Ametista,7.600633333,5.0,7.7,9.1,9.2,5.63,7.5,7.5875,Fase 8 (Universitários),-2,,,7.3,6.5,9.2,,,,4.0,,,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-43,2023,Aluno-43,FASE 6,6A,Feminino,17.0,2019,Pública,,,Ágata,6.4622,5.0,5.0,6.7,7.9,5.63,7.5,7.5875,Fase 7 (3° EM),-1,,,4.0,5.0,6.0,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-55,2023,Aluno-55,FASE 6,6A,Feminino,,2017,Pública,,,Ágata,6.898033333,5.0,7.1,8.1,7.9,3.14,7.5,7.545,Fase 7 (3° EM),-1,,,8.7,6.5,6.0,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-44,2023,Aluno-44,FASE 6,6A,Feminino,,2021,Pública,,,Ágata,6.258333333,5.0,6.9,8.5,0.0,5.01,7.5,7.17,Fase 8 (Universitários),-2,,,7.3,5.8,7.5,,,,4.0,,,,,8.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1215,2023,Aluno-1215,FASE 6,6A,Feminino,16.0,2023,Pública,,,Ágata,6.339466667,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,Fase 6 (2° EM),0,,,5.0,2.7,4.7,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False
RA-45,2023,Aluno-45,FASE 6,6A,Feminino,,2019,Privada - Programa de Apadrinhamento,,,Topázio,8.303591667,10.0,7.9,9.6,7.1,6.26,8.28125,8.1725,Fase 6 (2° EM),0,,,7.8,6.3,9.7,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-56,2023,Aluno-56,FASE 6,6A,Feminino,16.0,2019,Privada - Programa de Apadrinhamento,,,Topázio,8.284333333,10.0,7.8,9.5,9.6,5.0,8.125,7.8,Fase 6 (2° EM),0,,,7.8,5.5,10.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-57,2023,Aluno-57,FASE 6,6A,Masculino,,2017,Privada - Programa de Apadrinhamento,,,Ágata,6.450875,5.0,7.2,8.0,0.0,5.63,7.96875,7.755,Fase 7 (3° EM),-1,,,7.8,6.8,7.0,,,,4.0,,,,,7.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-58,2023,Aluno-58,FASE 6,6A,Masculino,,2017,Privada - Programa de Apadrinhamento,,,Ametista,7.70625,10.0,8.1,9.7,0.0,6.26,8.4375,8.3825,Fase 6 (2° EM),0,,,7.8,6.5,10.0,,,,4.0,,,,,6.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-59,2023,Aluno-59,FASE 6,6A,Masculino,,2022,Privada - Programa de Apadrinhamento,,,Ametista,7.692291667,5.0,7.2,9.6,7.5,5.63,8.28125,8.4225,Fase 8 (Universitários),-2,,,7.7,6.8,7.2,,,,4.0,,,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1216,2023,Aluno-1216,FASE 6,6A,Feminino,19.0,2023,Concluiu o 3º EM,,,Ametista,7.7105,5.0,7.9,9.0,9.6,5.63,7.5,7.795,Fase 8 (Universitários),-2,,,8.7,5.3,9.7,,,,4.0,,,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-78,2023,Aluno-78,FASE 6,6A,Feminino,,2018,Privada - Programa de Apadrinhamento,,,Ágata,6.434625,5.0,6.7,7.7,0.0,6.26,8.28125,8.0025,Fase 8 (Universitários),-2,,,8.5,4.8,6.8,,,,4.0,,,,,8.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-79,2023,Aluno-79,FASE 6,6A,Feminino,,2018,Privada - Programa de Apadrinhamento,,,Ágata,6.635883333,5.0,7.6,6.2,5.8,5.0,7.8125,7.59,Fase 7 (3° EM),-1,,,6.0,7.7,9.0,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-61,2023,Aluno-61,FASE 6,6A,Masculino,16.0,2021,Pública,,,Ametista,7.382108333,10.0,6.2,7.0,8.3,6.26,7.96875,7.4625,Fase 6 (2° EM),0,,,6.7,4.3,7.5,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-63,2023,Aluno-63,FASE 6,6A,Masculino,,2018,Pública,,,Topázio,8.0641,5.0,8.7,9.0,6.7,6.89,8.75,8.9675,Fase 7 (3° EM),-1,,,9.3,7.3,9.5,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-64,2023,Aluno-64,FASE 6,6A,Feminino,,2019,Privada - Programa de Apadrinhamento,,,Ametista,7.452541667,5.0,6.7,9.2,7.5,6.89,7.34375,7.9625,Fase 7 (3° EM),-1,,,7.0,6.0,7.2,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-48,2023,Aluno-48,FASE 6,6A,Feminino,16.0,2017,Privada - Programa de Apadrinhamento,,,Ametista,7.797058333,10.0,7.7,8.4,6.7,6.26,7.65625,7.6275,Fase 6 (2° EM),0,,,8.3,5.7,9.0,,,,4.0,,,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-109,2023,Aluno-109,FASE 6,6A,Masculino,,2021,Privada - Programa de Apadrinhamento,,,Topázio,8.3184,5.0,8.3,9.9,8.3,7.52,8.75,8.59,Fase 7 (3° EM),-1,,,7.0,8.2,9.7,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-80,2023,Aluno-80,FASE 6,6L,Feminino,,2017,Privada - Programa de Apadrinhamento,,,Ametista,7.252275,5.0,6.3,8.4,8.3,6.89,7.96875,7.465,Fase 7 (3° EM),-1,,,8.2,5.7,5.0,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-91,2023,Aluno-91,FASE 6,6L,Feminino,,2016,Privada - Programa de Apadrinhamento,,,Ametista,7.42395,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,Fase 7 (3° EM),-1,,,9.5,5.0,7.7,,,,4.0,,,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
