RA,NOME,GENERO,ANO_INGRESSO,CF_2022,CG_2022,CT_2022,DEFASAGEM_2022,DEFASAGEM_2023,DEFASAGEM_2024,DESTAQUE_IDA_2022,DESTAQUE_IEG_2022,DESTAQUE_IPV_2022,ESCOLA_2024,FASE_2022,FASE_2023,FASE_2024,FASE_IDEAL_2022,FASE_IDEAL_2023,FASE_IDEAL_2024,IAA_2022,IAA_2023,IAA_2024,IAN_2022,IAN_2023,IAN_2024,IDA_2022,IDA_2023,IDA_2024,IDADE_2022,IDADE_2023,IDADE_2024,IEG_2022,IEG_2023,IEG_2024,INDE_2022,INDE_2023,INDE_2024,INDICADO_BOLSA_2022,INSTITUICAO_ENSINO_2022,INSTITUICAO_ENSINO_2023,INSTITUICAO_ENSINO_2024,IPP_2023,IPP_2024,IPS_2022,IPS_2023,IPS_2024,IPV_2022,IPV_2023,IPV_2024,NOTA_ING_2022,NOTA_ING_2023,NOTA_ING_2024,NOTA_MAT_2022,NOTA_MAT_2023,NOTA_MAT_2024,NOTA_PORT_2022,NOTA_PORT_2023,NOTA_PORT_2024,PEDRA_2022,PEDRA_2023,PEDRA_2024,PONTO_VIRADA_2022,QTDE_AVAL_2022,QTDE_AVAL_2023,QTDE_AVAL_2024,REC_PSICO_2022,STATUS_ATIVO_2024,TURMA_2022,TURMA_2023,TURMA_2024
RA-448,Aluno-448,Feminino,2022,19.0,150.0,3.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,,,Fase 2 (5º e 6º ano),,,9.0,,,10.0,,,5.5,,,11.0,,,9.7,,,7.972,,,False,Escola Pública,,,,,7.5,,,8.111,,,,,,5.0,,,6.0,,,Ametista,,,False,3.0,,,Não atendido,,P,,
RA-449,Aluno-449,Feminino,2022,129.0,703.0,9.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,0.0,7.1,,5.0,10.0,,7.0,7.0,,12.0,12.0,,6.0,7.2,,6.143,7.396508333,,False,Escola Pública,Pública,,7.34375,,7.5,7.52,,8.111,6.8425,,,7.7,,6.0,5.5,,8.0,7.7,,Ágata,Ametista,,False,3.0,4.0,,Não atendido,,P,3P,
RA-45,Aluno-45,Feminino,2019,17.0,277.0,2.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,FASE 6,,Fase 5 (1º EM),Fase 6 (2° EM),,7.9,7.1,,10.0,10.0,,6.8,7.9,,15.0,,,8.9,9.6,,7.591,8.303591667,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,8.28125,,5.6,6.26,,7.417,8.1725,,8.8,9.7,,6.3,7.8,,5.2,6.3,,Ametista,Topázio,,False,3.0,4.0,,Requer avaliação,,A,6A,
RA-45,Aluno-45,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,7A,,,Fase 7 (3° EM),,,7.5,,,10.0,,,8.0,,,17.0,,,9.619047619,,,8.743476190400001,,,,Privada - Programa de Apadrinhamento,,8.75,,,9.38,,,8.283333333,,,9.5,,,7.5,,,7.0,,,Topázio,,,,3.0,,Cursando,,,7A
RA-450,Aluno-450,Masculino,2021,29.0,188.0,2.0,-1.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,2,FASE 3,4L,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 5 (1° EM),10.0,9.6,8.751,5.0,5.0,5.0,7.5,5.4,7.5,13.0,14.0,15.0,9.1,8.4,8.954191033333332,7.843,6.819625,7.526188206666666,False,Escola Pública,Pública,Pública,7.65625,7.8125,7.5,2.52,5.63,8.111,7.9175,7.58,,2.7,6.0,6.8,7.0,8.0,8.2,6.5,8.5,Ametista,Ágata,Ametista,False,3.0,4.0,4.0,Não atendido,Cursando,Q,3K,4L
RA-451,Aluno-451,Feminino,2019,117.0,654.0,9.0,-1.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 2,,Fase 3 (7º e 8º ano),Fase 4 (9° ano),,9.0,8.5,,5.0,5.0,,6.1,8.9,,13.0,14.0,,6.0,9.5,,6.434,8.386033333,,False,Escola Pública,Pública,,9.375,,6.3,4.39,,6.889,9.896666667,,,,,3.1,7.8,,9.2,10.0,,Ágata,Topázio,,False,3.0,3.0,,Requer avaliação,,Q,2P,
RA-452,Aluno-452,Feminino,2021,127.0,690.0,10.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,,,Fase 3 (7º e 8º ano),,,9.0,,,5.0,,,4.8,,,13.0,,,5.6,,,6.287,,,False,Escola Pública,,,,,7.5,,,7.167,,,,,,5.0,,,4.5,,,Ágata,,,False,3.0,,,Não atendido,,Q,,
RA-453,Aluno-453,Feminino,2022,28.0,187.0,1.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,,,Fase 3 (7º e 8º ano),,,9.0,,,5.0,,,8.8,,,13.0,,,8.7,,,7.845,,,False,Escola Pública,,,,,7.5,,,7.778,,,,,,8.0,,,9.5,,,Ametista,,,False,3.0,,,Não atendido,,Q,,
RA-454,Aluno-454,Masculino,2018,145.0,779.0,12.0,-2.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 4 (9º ano),Fase 5 (1° EM),,9.5,0.0,,5.0,5.0,,2.3,2.6,,14.0,15.0,,8.6,7.5,,5.561,4.603416667,,False,Escola Pública,Pública,,4.6875,,5.0,5.0,,5.444,5.54,,,2.5,,0.0,4.2,,4.7,1.2,,Quartzo,Quartzo,,False,3.0,4.0,,Não indicado,,Q,3P,
RA-454,Aluno-454,Masculino,2021,,,,,,-2.0,,,,EE Paschoal Carlos Magno,,,4R,,,Fase 6 (2° EM),,,9.585,,,5.0,,,3.6666666666666665,,,17.0,,,6.633138401666667,,,5.8522943469666675,,,,Pública,,5.416666667,,,6.255,,,5.833333333,,,6.0,,,3.0,,,2.0,,,Quartzo,,,,6.0,,Cursando,,,4R
RA-455,Aluno-455,Feminino,2022,81.0,529.0,6.0,-1.0,,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,2,,3U,Fase 3 (7º e 8º ano),,Fase 3 (7° e 8° ano),7.0,,8.751,5.0,,10.0,6.3,,4.5,12.0,,14.0,7.9,,6.111111111,6.876,,7.098988888900001,False,Escola Pública,,Pública,,8.333333333,7.5,,8.13,7.278,,7.276666667,,,4.0,6.0,,3.0,6.5,,6.5,Ágata,,Ametista,False,3.0,,3.0,Não atendido,Cursando,Q,,3U
RA-456,Aluno-456,Feminino,2022,65.0,432.0,5.0,-1.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,2,FASE 2,3R,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),6.4,0.0,7.083,5.0,5.0,10.0,7.3,9.9,6.5,12.0,12.0,13.0,8.2,8.3,9.382456140333334,7.193,7.518,8.331124561366668,False,Escola Pública,Pública,Pública,9.583333333,9.166666667,6.3,4.39,7.51,8.389,9.953333333,8.893333333,,,4.5,6.0,9.7,9.0,8.7,10.0,6.0,Ametista,Ametista,Topázio,True,3.0,3.0,3.0,Requer avaliação,Cursando,Q,2P,3R
RA-457,Aluno-457,Feminino,2022,40.0,240.0,3.0,-1.0,0.0,1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,2,FASE 3,4N,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),8.0,7.5,8.334,5.0,10.0,10.0,8.5,8.1,8.666666666666666,12.0,13.0,14.0,8.8,8.6,8.743961352333335,7.68,8.256833333,8.5892756038,False,Escola Pública,Pública,Pública,8.125,9.6875,7.5,7.52,7.51,7.667,8.045,7.77,,9.0,10.0,7.0,6.7,8.0,10.0,8.5,8.0,Ametista,Topázio,Topázio,False,3.0,4.0,5.0,Não atendido,Cursando,Q,3N,4N
RA-458,Aluno-458,Masculino,2019,113.0,642.0,8.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 4 (9° ano),,8.0,9.6,,5.0,5.0,,5.6,3.8,,13.0,,,7.7,6.9,,6.512,6.312083333,,False,Escola Pública,Pública,,7.1875,,7.5,7.52,,5.833,6.2475,,,2.2,,4.7,4.3,,6.5,4.8,,Ágata,Ágata,,False,3.0,4.0,,Não atendido,,Q,3P,
RA-458,Aluno-458,Masculino,2021,,,,,,-1.0,,,,EE Maria André Schunck Dona,,,3P,,,Fase 4 (9° ano),,,8.751,,,5.0,,,4.0,,,15.0,,,3.7396825396666666,,,5.680161507933333,,,,Pública,,7.03125,,,6.88,,,6.83,,,5.0,,,3.0,,,4.0,,,Quartzo,,,,4.0,,Cursando,,,3P
RA-459,Aluno-459,Masculino,2019,59.0,401.0,4.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,7.0,6.7,,5.0,10.0,,7.3,8.3,,12.0,13.0,,9.1,9.3,,7.28,8.240016667,,False,Escola Pública,Pública,,7.1875,,8.1,7.52,,7.222,7.88,,,7.5,,5.3,8.3,,9.2,9.2,,Ametista,Topázio,,False,3.0,4.0,,Sem limitações,,Q,3N,
RA-459,Aluno-459,Masculino,2021,,,,,,0.0,,,,EE Donizetti Aparecido Leite Professor,,,4N,,,Fase 4 (9° ano),,,7.917,,,10.0,,,4.666666666666667,,,14.0,,,8.454106280333333,,,7.233804589400001,,,,Pública,,7.8125,,,5.635,,,7.366,,,8.0,,,0.0,,,6.0,,,Ametista,,,,5.0,,Cursando,,,4N
RA-46,Aluno-46,Feminino,2022,46.0,719.0,7.0,-2.0,-3.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,FASE 5,,Fase 7 (3º EM),Fase 8 (Universitários),,8.8,7.1,,5.0,2.5,,2.1,4.4,,17.0,18.0,,8.4,7.4,,6.048,5.545383333,,False,Escola Pública,Pública,,6.5625,,6.3,2.52,,7.083,6.6275,,0.7,7.3,,2.8,2.8,,2.8,3.0,,Ágata,Quartzo,,False,3.0,4.0,,Sem limitações,,A,5A,
RA-460,Aluno-460,Masculino,2022,140.0,758.0,11.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,,,Fase 3 (7º e 8º ano),,,6.8,,,5.0,,,3.3,,,12.0,,,8.1,,,5.711,,,False,Escola Pública,,,,,7.5,,,5.056,,,,,,0.5,,,6.0,,,Quartzo,,,False,3.0,,,Não atendido,,Q,,
RA-461,Aluno-461,Feminino,2018,149.0,792.0,13.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 2,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,0.0,7.3,,5.0,5.0,,3.8,7.4,,12.0,12.0,,6.7,7.9,,5.451,7.2379,,False,Escola Pública,Pública,,8.541666667,,7.5,3.77,,7.222,8.616666667,,,,,1.5,5.7,,6.2,9.0,,Quartzo,Ametista,,False,3.0,3.0,,Sem limitações,,Q,2P,
RA-461,Aluno-461,Feminino,2021,,,,,,0.0,,,,EE Donizetti Aparecido Leite Professor,,,3R,,,Fase 3 (7° e 8° ano),,,8.751,,,10.0,,,4.5,,,13.0,,,9.182446312,,,7.5447559291,,,,Pública,,7.708333333,,,7.51,,,7.056666667,,,6.0,,,3.0,,,4.5,,,Ametista,,,,3.0,,Cursando,,,3R
RA-462,Aluno-462,Feminino,2022,,,,,-2.0,,,,,,,FASE 3,,,Fase 5 (1° EM),,,10.0,,,5.0,,,2.7,,,,,,8.1,,,6.2267,,,,Pública,,7.5,,,5.0,,,6.5825,,,1.3,,,4.0,,,2.8,,,Ágata,,,,4.0,,,,,3P,
RA-462,Aluno-462,Masculino,2022,106.0,616.0,7.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,,,Fase 4 (9º ano),,,10.0,,,5.0,,,3.6,,,14.0,,,8.5,,,6.626,,,False,Escola Pública,,,,,7.5,,,6.778,,,,,,2.0,,,5.2,,,Ágata,,,False,3.0,,,Sem limitações,,Q,,
RA-463,Aluno-463,Feminino,2020,119.0,658.0,11.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,10.0,9.2,,5.0,10.0,,2.5,4.0,,12.0,13.0,,7.8,5.4,,6.41,6.382383333,,False,Escola Pública,Pública,,7.8125,,7.5,2.52,,7.389,7.795,,,1.3,,2.0,6.3,,3.0,4.3,,Ágata,Ágata,,False,3.0,4.0,,Não atendido,,U,3K,
RA-464,Aluno-464,Feminino,2022,91.0,570.0,7.0,-1.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,2,FASE 3,3L,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 4 (9° ano),7.5,9.2,9.168,5.0,5.0,5.0,4.8,3.0,4.333333333333333,13.0,,15.0,8.0,7.7,7.851461988333334,6.745,6.081675,6.872009064333334,False,Escola Pública,Pública,Pública,7.96875,7.1875,7.5,2.52,8.76,7.722,7.38,7.1175,,0.5,6.5,2.7,4.8,3.0,7.0,3.7,3.5,Ágata,Ágata,Ágata,False,3.0,4.0,4.0,Não atendido,Cursando,U,3K,3L
RA-465,Aluno-465,Masculino,2019,18.0,139.0,1.0,0.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),,8.0,7.5,,10.0,10.0,,7.8,8.5,,11.0,,,7.9,9.4,,8.012,8.012875,,False,Escola Pública,Pública,,7.96875,,7.5,2.52,,8.444,8.17,,,9.0,,9.3,8.3,,6.3,8.2,,Ametista,Topázio,,True,3.0,4.0,,Não atendido,,U,3K,
RA-466,Aluno-466,Masculino,2022,85.0,546.0,6.0,-1.0,-2.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,2,FASE 2,3L,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 4 (9° ano),8.5,9.5,8.751,5.0,5.0,5.0,3.3,4.5,4.0,13.0,14.0,15.0,9.7,7.6,7.223245614,6.826,6.595533333,6.778749122800001,False,Escola Pública,Pública,Pública,6.25,7.5,7.5,6.89,8.76,7.556,7.056666667,7.665,,,2.5,0.5,2.5,3.0,6.0,6.5,6.5,Ágata,Ágata,Ágata,False,3.0,3.0,4.0,Não atendido,Cursando,U,2L,3L
RA-467,Aluno-467,Feminino,2022,121.0,664.0,12.0,-1.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,2,FASE 3,4L,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 4 (9° ano),5.8,6.3,7.917,5.0,5.0,10.0,5.5,5.2,6.833333333333333,13.0,,15.0,8.4,9.2,9.140350877333333,6.38,6.552916667,7.7298118421333335,False,Escola Pública,Pública,Pública,7.1875,7.34375,5.0,3.14,5.01,7.111,7.5425,7.54,,3.7,6.0,5.0,6.0,5.5,6.0,6.0,9.0,Ágata,Ágata,Ametista,False,3.0,4.0,4.0,Requer avaliação,Cursando,U,3K,4L
RA-468,Aluno-468,Masculino,2022,125.0,682.0,13.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 4 (9° ano),,9.5,8.3,,5.0,5.0,,4.1,3.4,,13.0,,,6.7,6.0,,6.313,5.911108333,,False,Escola Pública,Pública,,7.34375,,7.5,6.27,,6.722,6.715,,,2.3,,4.5,4.8,,3.7,3.0,,Ágata,Quartzo,,False,3.0,4.0,,Não atendido,,U,3K,
RA-469,Aluno-469,Feminino,2022,41.0,263.0,2.0,0.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,2,FASE 2,3K,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),9.0,7.5,9.168,10.0,5.0,10.0,5.7,7.8,5.0,11.0,,13.0,9.6,9.3,9.498366013,7.624,7.482533333,7.684639869300001,False,Escola Pública,Pública,Pública,7.916666667,7.291666667,5.0,2.52,7.51,7.833,8.843333333,6.94,,,5.0,6.2,6.8,6.0,5.2,8.8,4.0,Ametista,Ametista,Ametista,False,3.0,3.0,3.0,Requer avaliação,Cursando,U,2L,3K
RA-47,Aluno-47,Feminino,2022,49.0,762.0,8.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,,,Fase 7 (3º EM),,,7.9,,,5.0,,,2.1,,,17.0,,,6.3,,,5.677,,,False,Escola Pública,,,,,7.5,,,7.042,,,1.5,,,2.5,,,2.2,,,Quartzo,,,False,3.0,,,Sem limitações,,A,,
RA-470,Aluno-470,Feminino,2019,53.0,369.0,3.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 4 (9° ano),,8.0,8.8,,5.0,5.0,,6.3,4.9,,13.0,14.0,,9.7,9.2,,7.378,6.993766667,,False,Escola Pública,Pública,,7.5,,7.5,5.0,,7.5,7.71,,,4.5,,5.3,6.0,,7.3,4.3,,Ametista,Ágata,,False,3.0,4.0,,Não atendido,,U,3K,
RA-470,Aluno-470,Feminino,2021,,,,,,0.0,,,,EE Maria André Schunck Dona,,,4L,,,Fase 4 (9° ano),,,9.585,,,10.0,,,3.3333333333333335,,,15.0,,,8.011695906666667,,,6.981130848,,,,Pública,,7.03125,,,7.51,,,6.4975,,,2.5,,,3.5,,,4.0,,,Ágata,,,,4.0,,Cursando,,,4L
RA-471,Aluno-471,Feminino,2020,112.0,639.0,9.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,3.5,0.0,,5.0,10.0,,6.3,5.0,,13.0,,,8.5,9.0,,6.535,6.855541667,,False,Escola Pública,Pública,,7.96875,,5.0,6.27,,8.056,8.125,,,4.8,,5.7,6.3,,6.8,4.0,,Ágata,Ágata,,False,3.0,4.0,,Requer avaliação,,U,3L,
RA-471,Aluno-471,Feminino,2021,,,,,,0.0,,,,EE Maria André Schunck Dona,,,4M,,,Fase 4 (9° ano),,,0.0,,,10.0,,,5.5,,,14.0,,,7.027568922333333,,,6.635847117766667,,,,Pública,,7.708333333,,,7.51,,,8.0425,,,7.0,,,4.0,,,5.5,,,Ágata,,,,4.0,,Cursando,,,4M
RA-472,Aluno-472,Feminino,2022,133.0,735.0,14.0,-1.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EM Cecilia Cristina de Oliveira Rodrigues,2,FASE 2,2U,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),9.0,5.1,7.502,5.0,5.0,5.0,2.0,5.5,6.25,12.0,,14.0,7.0,7.1,7.48447205,5.93,6.6858,6.6397610766,False,Escola Pública,Pública,Pública,7.708333333,6.25,7.5,7.52,7.51,7.056,8.223333333,6.333333333,,,,1.8,3.7,4.0,2.2,7.2,8.5,Quartzo,Ágata,Ágata,False,3.0,3.0,3.0,Não atendido,Cursando,U,2L,2U
RA-473,Aluno-473,Masculino,2019,134.0,737.0,15.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,,,Fase 3 (7º e 8º ano),,,8.0,,,5.0,,,4.3,,,12.0,,,6.1,,,5.915,,,False,Escola Pública,,,,,7.5,,,5.889,,,,,,4.5,,,4.0,,,Quartzo,,,False,3.0,,,Não atendido,,U,,
RA-474,Aluno-474,Masculino,2019,115.0,650.0,10.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 4 (9° ano),,9.5,0.0,,5.0,5.0,,3.0,3.3,,13.0,14.0,,9.1,7.8,,6.446,5.283583333,,False,Escola Pública,Pública,,7.1875,,7.5,5.0,,6.0,6.7575,,,1.2,,1.3,4.8,,4.7,3.8,,Ágata,Quartzo,,False,3.0,4.0,,Não atendido,,U,3K,
RA-474,Aluno-474,Masculino,2021,,,,,,-1.0,,,,EE Maria André Schunck Dona,,,3L,,,Fase 4 (9° ano),,,9.168,,,5.0,,,3.0,,,15.0,,,5.818518518666667,,,6.024753703733333,,,,Pública,,7.1875,,,7.51,,,6.8725,,,2.0,,,4.0,,,3.0,,,Ágata,,,,4.0,,Cursando,,,3L
RA-475,Aluno-475,Feminino,2022,63.0,430.0,4.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,,,Fase 3 (7º e 8º ano),,,8.5,,,5.0,,,5.8,,,12.0,,,9.2,,,7.199,,,False,Escola Pública,,,,,7.5,,,7.667,,,,,,3.3,,,8.3,,,Ametista,,,False,3.0,,,Não atendido,,U,,
RA-476,Aluno-476,Feminino,2019,78.0,513.0,5.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,9.0,7.9,,5.0,10.0,,5.5,4.1,,12.0,13.0,,9.3,7.0,,6.931,6.492408333,,False,Escola Pública,Pública,,7.34375,,4.4,2.52,,7.556,7.505,,,2.7,,5.0,5.0,,6.0,4.5,,Ágata,Ágata,,False,3.0,4.0,,Requer avaliação,,U,3K,
RA-476,Aluno-476,Feminino,2021,,,,,,0.0,,,,EE Maria André Schunck Dona,,,3L,,,Fase 3 (7° e 8° ano),,,7.917,,,10.0,,,4.5,,,14.0,,,6.5964912280000005,,,6.7359982456,,,,Pública,,6.25,,,7.51,,,6.745,,,2.5,,,7.0,,,4.0,,,Ágata,,,,4.0,,Cursando,,,3L
RA-477,Aluno-477,Masculino,2022,155.0,860.0,16.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,,,Fase 3 (7º e 8º ano),,,0.0,,,5.0,,,0.7,,,13.0,,,5.0,,,3.633,,,False,Escola Pública,,,,,5.6,,,4.5,,,,,,0.3,,,1.0,,,Quartzo,,,False,3.0,,,Requer avaliação,,U,,
RA-478,Aluno-478,Feminino,2019,96.0,588.0,8.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,FASE 3,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,8.5,6.7,,5.0,10.0,,4.9,4.4,,12.0,12.0,,9.1,7.3,,6.709,6.443616667,,False,Escola Pública,Pública,,7.1875,,5.6,2.52,,7.056,7.2975,,,4.3,,3.8,4.3,,6.0,4.7,,Ágata,Ágata,,False,3.0,4.0,,Requer avaliação,,U,3K,
RA-479,Aluno-479,Masculino,2020,5.0,40.0,1.0,-1.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,8.0,9.0,,5.0,10.0,,9.8,9.7,,10.0,,,9.2,10.0,,8.465,8.988866667,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,9.791666667,,7.5,2.52,,9.5,9.6375,,,,,10.0,9.3,,9.7,10.0,,Topázio,Topázio,,True,3.0,3.0,,Sem limitações,,A,2A,
RA-479,Aluno-479,Masculino,2021,,,,,,1.0,,,,Colégio Arco Íris Evolução,,,3C,,,Fase 2 (5° e 6° ano),,,9.168,,,10.0,,,9.666666666666666,,,12.0,,,9.866666666666667,,,8.901966666666668,,,,Privada - Programa de Apadrinhamento,,9.375,,,2.51,,,9.45,,,10.0,,,10.0,,,9.0,,,Topázio,,,,3.0,,Cursando,,,3C
